epoch,batch_idx,data_type,tot_loss,recon_loss,pred_loss,kld_loss,prop_bce_loss,disc_loss,mmd_loss,run_time
0,0,train,4.307285308837891,4.307285308837891,0,7.890786690722962e-09,0.0,0,0,0.28624
0,1,train,3.4156758785247803,3.4156758785247803,0,7.91730148108627e-09,0.0,0,0,0.27294
0,2,train,2.878117561340332,2.878117561340332,0,8.278000507289107e-09,0.0,0,0,0.27118
0,3,train,2.7966134548187256,2.7966134548187256,0,8.511194415916634e-09,0.0,0,0,0.27186
0,4,train,2.6339914798736572,2.6339914798736572,0,8.68613092563919e-09,0.0,0,0,0.27122
0,5,train,2.580265998840332,2.580265998840332,0,8.739312384875575e-09,0.0,0,0,0.2721
0,6,train,2.3976809978485107,2.3976809978485107,0,8.864887490744877e-09,0.0,0,0,0.26887
0,7,train,2.3889105319976807,2.3889105319976807,0,9.017632862651226e-09,0.0,0,0,0.26852
0,8,train,2.433615207672119,2.433615207672119,0,9.139935031043933e-09,0.0,0,0,0.26268
0,9,train,2.3084707260131836,2.3084707260131836,0,9.288463331813546e-09,0.0,0,0,0.26551
0,10,train,2.2942843437194824,2.2942843437194824,0,9.424599767271502e-09,0.0,0,0,0.26446
0,11,train,2.3070156574249268,2.3070156574249268,0,9.565692238311385e-09,0.0,0,0,0.26795
0,12,train,2.341371536254883,2.341371536254883,0,9.693278180122888e-09,0.0,0,0,0.26581
0,13,train,2.2369537353515625,2.2369537353515625,0,9.799314248937208e-09,0.0,0,0,0.25981
0,14,train,2.29426646232605,2.29426646232605,0,9.897624053678555e-09,0.0,0,0,0.26085
0,15,train,2.2190465927124023,2.2190465927124023,0,1.0021095064871588e-08,0.0,0,0,0.25912
0,16,train,2.141559362411499,2.141559362411499,0,1.0129035388217744e-08,0.0,0,0,0.2613
0,17,train,2.1753945350646973,2.1753945350646973,0,1.0224077584553015e-08,0.0,0,0,0.2585
0,18,train,2.1599502563476562,2.1599502563476562,0,1.0269388894812437e-08,0.0,0,0,0.26139
0,19,train,2.223053216934204,2.223053216934204,0,1.0375774017745698e-08,0.0,0,0,0.26016
0,20,train,2.1613876819610596,2.1613876819610596,0,1.047122832886771e-08,0.0,0,0,0.25983
0,21,train,2.0857386589050293,2.0857386589050293,0,1.0547026363383338e-08,0.0,0,0,0.25837
0,22,train,2.195801019668579,2.195801019668579,0,1.0607017486563564e-08,0.0,0,0,0.25913
0,23,train,2.1296982765197754,2.1296982765197754,0,1.0690595075857345e-08,0.0,0,0,0.25984
0,24,train,2.1767094135284424,2.1767094135284424,0,1.0726772359248571e-08,0.0,0,0,0.25712
0,25,train,2.143982410430908,2.143982410430908,0,1.0772235548017761e-08,0.0,0,0,0.25855
0,26,train,2.13395619392395,2.13395619392395,0,1.0833028696310976e-08,0.0,0,0,0.25844
0,27,train,2.1313581466674805,2.1313581466674805,0,1.0906984648784146e-08,0.0,0,0,0.26107
0,28,train,2.0705928802490234,2.0705928802490234,0,1.0948866702165105e-08,0.0,0,0,0.2581
0,29,train,2.17995285987854,2.17995285987854,0,1.098350743689025e-08,0.0,0,0,0.25692
0,30,train,2.098911762237549,2.098911762237549,0,1.103199132046484e-08,0.0,0,0,0.25892
0,31,train,2.1234219074249268,2.1234219074249268,0,1.1078127748476163e-08,0.0,0,0,0.25817
0,32,train,2.160609006881714,2.160609006881714,0,1.1117819553874142e-08,0.0,0,0,0.26237
0,33,train,2.1218302249908447,2.1218302249908447,0,1.11320419549088e-08,0.0,0,0,0.26021
0,34,train,2.1755361557006836,2.1755361557006836,0,1.1188797444106058e-08,0.0,0,0,0.26038
0,35,train,2.147109270095825,2.147109270095825,0,1.1234625674205745e-08,0.0,0,0,0.25981
0,36,train,2.1562376022338867,2.1562376022338867,0,1.1251282572288801e-08,0.0,0,0,0.25981
0,37,train,2.0981457233428955,2.0981457233428955,0,1.1314227776892949e-08,0.0,0,0,0.25802
0,38,train,2.1822922229766846,2.1822922229766846,0,1.1324966742165543e-08,0.0,0,0,0.25933
0,39,train,2.073240041732788,2.073240041732788,0,1.1363503915617912e-08,0.0,0,0,0.25994
0,40,train,2.019914388656616,2.019914388656616,0,1.1399456489868953e-08,0.0,0,0,0.25831
0,41,train,2.15572452545166,2.15572452545166,0,1.142585404068086e-08,0.0,0,0,0.26082
0,42,train,2.152066469192505,2.152066469192505,0,1.1446392278458006e-08,0.0,0,0,0.25764
0,43,train,2.133267879486084,2.133267879486084,0,1.1487083284578148e-08,0.0,0,0,0.25999
0,44,train,2.2251203060150146,2.2251203060150146,0,1.1510321584751182e-08,0.0,0,0,0.2577
0,45,train,2.104346752166748,2.104346752166748,0,1.1533412447306546e-08,0.0,0,0,0.25858
0,46,train,2.066810131072998,2.066810131072998,0,1.157329787560002e-08,0.0,0,0,0.25989
0,47,train,2.1231539249420166,2.1231539249420166,0,1.1593365378814724e-08,0.0,0,0,0.25865
0,48,train,2.159212827682495,2.159212827682495,0,1.1624014639721736e-08,0.0,0,0,0.25974
0,49,train,2.0770153999328613,2.0770153999328613,0,1.1655499676521686e-08,0.0,0,0,0.25935
