epoch,batch_idx,data_type,tot_loss,recon_loss,pred_loss,kld_loss,prop_bce_loss,disc_loss,mmd_loss,run_time
0,0,train,4.89295768737793,4.4839043617248535,0,0.0,0.0,0.7535796761512756,0,0.27561
0,1,train,4.359664440155029,3.3626654148101807,0,0.0,0.0,0.7308804988861084,0,0.26064
0,2,train,3.522207736968994,3.034916400909424,0,0.0,0.0,0.7235373258590698,0,0.25978
0,3,train,3.2745680809020996,2.8768057823181152,0,0.0,0.0,0.7592124938964844,0,0.26287
0,4,train,3.2699332237243652,2.743985176086426,0,0.0,0.0,0.7123737335205078,0,0.27095
0,5,train,3.2330405712127686,2.463672161102295,0,0.0,0.0,0.6974767446517944,0,0.26446
0,6,train,3.2628731727600098,2.4211666584014893,0,0.0,0.0,0.7048519849777222,0,0.26294
0,7,train,2.997659206390381,2.3794662952423096,0,0.0,0.0,0.699000358581543,0,0.2635
0,8,train,2.8775320053100586,2.4098896980285645,0,0.0,0.0,0.7292660474777222,0,0.26242
0,9,train,2.8820509910583496,2.3865535259246826,0,0.0,0.0,0.7201730012893677,0,0.26426
0,10,train,2.9155547618865967,2.3104898929595947,0,0.0,0.0,0.7004870176315308,0,0.26246
0,11,train,3.022813081741333,2.2997708320617676,0,0.0,0.0,0.6962226629257202,0,0.26429
0,12,train,3.0495142936706543,2.34261155128479,0,0.0,0.0,0.6967922449111938,0,0.26043
0,13,train,2.8665456771850586,2.2826178073883057,0,0.0,0.0,0.7050969004631042,0,0.26961
0,14,train,2.782083749771118,2.286112070083618,0,0.0,0.0,0.7226196527481079,0,0.26489
0,15,train,2.7323532104492188,2.262324810028076,0,0.0,0.0,0.7317494750022888,0,0.26302
0,16,train,2.8033313751220703,2.3123018741607666,0,0.0,0.0,0.7258538007736206,0,0.25881
0,17,train,2.7996373176574707,2.271374464035034,0,0.0,0.0,0.7170368432998657,0,0.2626
0,18,train,2.8206839561462402,2.2487449645996094,0,0.0,0.0,0.7082869410514832,0,0.26392
0,19,train,2.8462982177734375,2.2422215938568115,0,0.0,0.0,0.7062873244285583,0,0.26122
0,20,train,2.8796606063842773,2.3258285522460938,0,0.0,0.0,0.7137002944946289,0,0.26075
0,21,train,2.768068313598633,2.251863479614258,0,0.0,0.0,0.724364161491394,0,0.2641
0,22,train,2.7373273372650146,2.2230095863342285,0,0.0,0.0,0.7254778146743774,0,0.2644
0,23,train,2.7964367866516113,2.2851359844207764,0,0.0,0.0,0.723433256149292,0,0.26065
0,24,train,2.816113233566284,2.2314302921295166,0,0.0,0.0,0.7097527980804443,0,0.26355
0,25,train,2.8295397758483887,2.21879243850708,0,0.0,0.0,0.7061418294906616,0,0.26243
0,26,train,2.845071792602539,2.2221033573150635,0,0.0,0.0,0.7045263051986694,0,0.26051
0,27,train,2.795062780380249,2.227277994155884,0,0.0,0.0,0.7102591395378113,0,0.26437
0,28,train,2.817805290222168,2.282744884490967,0,0.0,0.0,0.7184466123580933,0,0.26187
0,29,train,2.704281806945801,2.222714900970459,0,0.0,0.0,0.7350385785102844,0,0.26278
0,30,train,2.7873594760894775,2.307914972305298,0,0.0,0.0,0.7349313497543335,0,0.26168
0,31,train,2.6538631916046143,2.1814613342285156,0,0.0,0.0,0.7414976358413696,0,0.26324
0,32,train,2.6927340030670166,2.19863224029541,0,0.0,0.0,0.7344455122947693,0,0.26293
0,33,train,2.6944432258605957,2.2004501819610596,0,0.0,0.0,0.7360267043113708,0,0.26055
0,34,train,2.6644954681396484,2.1638193130493164,0,0.0,0.0,0.7379938364028931,0,0.26358
0,35,train,2.7099480628967285,2.2364301681518555,0,0.0,0.0,0.7434656620025635,0,0.26265
0,36,train,2.6709160804748535,2.230483055114746,0,0.0,0.0,0.758599042892456,0,0.26371
0,37,train,2.6235427856445312,2.2297780513763428,0,0.0,0.0,0.7805739641189575,0,0.25931
0,38,train,2.473134756088257,2.11694598197937,0,0.0,0.0,0.8065594434738159,0,0.2617
0,39,train,2.4788894653320312,2.15771484375,0,0.0,0.0,0.8372426629066467,0,0.26366
0,40,train,2.4188947677612305,2.1463088989257812,0,0.0,0.0,0.8860116600990295,0,0.26421
0,41,train,2.3771650791168213,2.1059799194335938,0,0.0,0.0,0.8932054042816162,0,0.26177
0,42,train,2.464226722717285,2.1961402893066406,0,0.0,0.0,0.8976532816886902,0,0.25927
0,43,train,2.4512903690338135,2.2047295570373535,0,0.0,0.0,0.9339638948440552,0,0.2606
0,44,train,2.5797698497772217,2.2932534217834473,0,0.0,0.0,0.8783058524131775,0,0.2624
0,45,train,2.491049289703369,2.181009531021118,0,0.0,0.0,0.8585522174835205,0,0.26357
0,46,train,2.502997636795044,2.16162371635437,0,0.0,0.0,0.8418071866035461,0,0.26208
0,47,train,2.5233285427093506,2.185680627822876,0,0.0,0.0,0.8410137295722961,0,0.26316
0,48,train,2.5826830863952637,2.2585811614990234,0,0.0,0.0,0.8567697405815125,0,0.26286
0,49,train,2.44075083732605,2.147416591644287,0,0.0,0.0,0.8781408667564392,0,0.26299
0,50,train,2.520656108856201,2.238309621810913,0,0.0,0.0,0.9114159941673279,0,0.26061
0,51,train,2.47464919090271,2.1892435550689697,0,0.0,0.0,0.8924146294593811,0,0.26023
0,52,train,2.3708863258361816,2.1322154998779297,0,0.0,0.0,0.9513676166534424,0,0.2618
0,53,train,2.415524482727051,2.182439088821411,0,0.0,0.0,0.9562456011772156,0,0.26287
0,54,train,2.411975145339966,2.1734421253204346,0,0.0,0.0,0.9553537368774414,0,0.26368
0,55,train,2.4606807231903076,2.202880620956421,0,0.0,0.0,0.9419747591018677,0,0.26224
0,56,train,2.4532480239868164,2.2016496658325195,0,0.0,0.0,0.9496228694915771,0,0.26236
